last_price,total_area,bedrooms,ceiling_height,floors_total,living_area,floor,bike_parking,studio,open_plan,kitchen_area,balcony,airports_nearest,cityCenters_nearest
95000,63,2,2.85,5,33,1,0,0,0,14.7,0,47156,25503
134000,75,3,2.64,12,47.9,1,0,0,0,12.4,0,14954,17316
185455.3,67.3,2,2.7,9,32,2,0,0,0,11.6,0,23604,5294
256000,148.4,4,3.95,5,102,4,0,0,0,11.9,0,24810,2047
120800,59.4,3,2.8,6,36.3,3,0,0,0,9.5,0,19420,3943
106000,43.7,1,2.76,16,21.1,13,0,0,0,11.5,0,11924,10475
90000,37.5,1,2.7,25,18,7,0,0,0,12,2,28116,11870
132000,62,2,2.64,18,34,11,0,0,0,11,0,33058,14156
159000,80,3,2.65,12,47.6,5,0,0,0,14.8,0,34494,11905
99800,97.2,3,2.8,25,52.4,20,0,0,0,15.8,2,16346,15142
101000,60,3,2.5,9,43,1,0,0,0,6.5,0,51489,17158
103000,46.4,2,2.5,7,28.3,3,0,0,0,7.2,0,27753,6692
580000,108.7,3,3,15,55.7,14,0,0,0,24.7,1,33175,4714
128000,72,3,2.6,16,41.9,4,0,0,0,11.6,0,17049,16956
97800,50.7,2,2.5,14,31,6,0,0,0,8,1,49587,16425
110000,54,2,2.65,12,32,3,0,0,0,8,0,35646,11163
77800,35.3,1,2.5,12,21,7,0,0,0,7,0,44193,13773
178000,114,4,2.65,9,70.5,2,0,0,0,11.5,0,16231,15027
87000,53.1,2,2.55,14,29.6,11,0,0,0,8,0,31861,12933
188221.6,81.13,3,2.9,24,50.25,6,0,0,0,14.2,0,11312,10944
212000,105,4,3.15,5,67.6,3,0,0,0,15,1,23964,4532
147800,70,2,2.7,35,28,3,0,0,0,23,2,18732,20444
73800,30.7,1,2.48,5,17.2,5,0,0,0,5.2,1,21396,23108
164000,86.4,3,3.01,9,48.2,2,0,0,0,11.9,2,7933,13174
254000,150,5,3.35,5,113,2,0,0,0,12,1,21912,3611
110000,41,1,2.8,16,15.6,16,0,0,0,10.2,0,35996,12099
80000,39.6,1,2.6,12,20.3,11,0,0,0,8,0,34330,11971
77000,37,1,2.5,16,18.2,15,0,0,0,8.8,1,41359,11491
124000,64,3,2.6,10,43,9,0,0,0,10,2,33792,14093
104000,51,2,2.5,5,31,3,0,0,0,6.5,0,13940,12386
174000,75.1,2,3.1,16,41,11,0,0,0,14,1,15674,15582
196000,79.3,3,3.1,7,53,5,0,0,0,7.3,0,28079,7018
138000,73.5,3,2.55,6,46.8,1,0,0,0,7.3,0,11633,8850
60000,34,1,2.6,9,17.6,7,0,0,0,8,1,32711,11785
63000,31.2,1,2.6,5,18,3,0,0,0,6.25,0,44053,16556
128000,60,3,2.5,9,41.9,2,0,0,0,7,0,11637,14287
98000,38.5,2,2.5,9,24,5,0,0,0,6,0,40107,11810
144200,61.5,3,2.92,5,43.2,4,0,0,0,5.7,1,25407,3982
91000,43.6,2,2.55,9,27.4,5,0,0,0,6.3,0,30081,12942
260000,95,3,2.8,20,50,15,0,0,0,20,5,35742,15032
104000,42,1,2.55,16,30,10,0,0,0,13,1,42012,14515
82000,44.5,2,2.5,9,27.8,6,0,0,0,8.1,0,12370,10983
108600,49,2,2.55,9,31,1,0,0,0,6.5,0,31374,5549
101900,51,1,2.73,14,19.8,11,0,0,0,13.2,0,30088,10952
130000,67.7,3,2.5,9,44.3,5,0,0,0,7.1,3,17944,11212
140000,51,1,2.5,17,22.6,4,0,0,0,15.1,1,15476,12020
421430,97.9,3,3.3,5,40.57,5,0,0,0,15.15,1,36974,8819
238000,90,4,3,7,70,4,0,0,0,9,0,11599,9356
156000,56.9,2,2.75,25,31.2,9,0,0,0,10.2,1,33240,14264
90000,47,2,2.5,9,31,6,0,0,0,6,0,21602,16270
198000,79,3,2.8,18,47.1,6,0,0,0,11.1,0,33738,11896
213000,75,2,2.8,25,40,4,0,0,0,15,0,36740,12262
489334.48,151.3,3,3.1,16,92.34,9,0,0,0,12.18,0,37407,8434
162000,55.4,2,2.6,12,35.4,10,0,0,0,8,1,29503,6040
398000,126.2,3,3.78,5,76.4,3,0,0,0,24,0,22928,2392
108000,59,3,2.5,15,37,9,0,0,0,8.5,0,51144,16472
159000,82.7,3,3,6,52.6,3,0,0,0,9.9,0,20045,14846
167400,62,2,3.63,5,37.1,2,0,0,0,14,0,19526,2277
101000,59,3,2.6,9,44,1,0,0,0,6.5,2,51976,16790
132000,68.5,3,2.64,14,40.9,7,0,0,0,10.6,2,35626,15928
123000,66.9,2,3,5,35.7,2,0,0,0,13.1,0,32908,4686
95000,49,2,2.6,9,34,9,0,0,0,7,0,46679,15419
1180000,127.5,4,3,12,85,8,0,0,0,13,1,28098,6800
69000,42,3,2.5,5,30,4,0,0,0,5.4,0,12118,13445
196950.6,69.3,2,2.73,20,33.63,10,0,0,0,15.3,0,39140,10364
66000,28,1,2.75,23,10,13,0,0,0,10,1,22212,17399
86000,41,1,2.78,24,16,5,0,0,0,12,1,32866,13783
110000,52.1,2,2.55,16,30,1,0,0,0,10,0,14235,13031
76000,32.1,1,2.55,22,17.8,4,0,0,0,5.9,0,10000,11590
107000,62.1,3,2.58,9,39.6,9,0,0,0,9.5,2,28664,10984
800000,153.3,5,3.2,7,95.1,4,0,0,0,20.7,0,22897,4388
89000,49,4,2.5,5,38,4,0,0,0,5.5,0,11046,12150
178000,68.5,2,2.77,24,34,11,0,0,0,16.2,1,36410,14528
108000,33,1,2.7,16,14,5,0,0,0,10,0,14773,13313
64000,31.2,1,2.6,17,16,2,0,0,0,8,2,20890,17172
69000,31.5,1,2.5,5,18,3,0,0,0,5.5,0,44214,14119
80000,32.6,1,2.55,22,17.9,22,0,0,0,6.4,0,10000,11590
103000,42,1,2.8,25,19.5,7,0,0,0,12.6,0,44382,16921
142800,56.7,2,2.7,25,33.7,7,0,0,0,9.1,0,17580,15048
138000,77,3,2.8,4,45.6,4,0,0,0,11,0,21681,6073
126000,46.6,1,2.8,5,16.8,2,0,0,0,19.7,4,18090,17092
59000,35.5,1,2.6,18,17.9,1,0,0,0,8.9,0,41759,21048
510000,113,2,3,4,67,2,0,0,0,22,0,25807,4655
79000,40,1,2.5,17,19,14,0,0,0,6,2,31396,13056
82000,46,2,2.8,9,27,8,0,0,0,6,0,51060,16892
520000,130,3,3.18,6,69.5,1,0,0,0,27,0,25201,6061
118466.8,93.3,3,2.75,24,47.4,18,0,0,0,16.3,0,22219,17547
66000,45.3,2,2.5,5,30,1,0,0,0,6,0,15305,13846
420000,116.6,3,3.2,7,82,2,0,0,0,10.4,0,26786,4993
147000,78.5,3,2.7,16,46.3,2,0,0,0,15,0,36139,13053
145980,65,3,2.54,7,40.7,3,0,0,0,7.1,1,9548,11015
71800,31,1,2.5,5,17,4,0,0,0,6,0,10796,10733
79980,40,1,2.7,18,16.3,18,0,0,0,13.8,1,42222,21539
98000,57.5,3,2.5,9,38,2,0,0,0,6.5,2,45643,13756
194000,68.2,2,2.8,12,33.4,4,0,0,0,12.2,1,11819,13265
230000,79.6,2,2.75,18,37.8,7,0,0,0,15.2,1,50732,12660
86000,44.3,2,2.5,9,27.7,8,0,0,0,6.8,0,23972,11542
177600,71,3,2.7,25,45,11,0,0,0,15,2,46530,15541
130000,71,2,3.2,5,44,3,0,0,0,10.2,0,21158,3786
78000,48,2,2.6,9,26.6,9,0,0,0,10.1,2,15759,14555
200000,61.2,2,2.8,22,35,7,0,0,0,11,2,51514,15486
106000,53.3,2,2.5,10,29.3,10,0,0,0,8.6,0,33813,14114
87000,61.7,3,2.59,5,44,4,0,0,0,6.9,0,21501,14231
107000,63,3,2.5,9,40,3,0,0,0,7.1,0,50706,15769
79000,39,1,2.65,17,20,2,0,0,0,8,0,39501,14785
113541,44.5,1,2.7,11,22,7,0,0,0,10.2,0,23609,5299
156000,59.5,2,2.8,14,31.71,2,0,0,0,10.2,0,13643,11673
170000,62,2,2.75,17,32,15,0,0,0,13,4,15957,14753
288000,95.3,3,2.8,25,38.3,11,0,0,0,33.9,2,36533,9289
100000,42,2,2.7,12,24,2,0,0,0,9,0,32535,10735
78000,34,1,2.5,9,21,5,0,0,0,6,1,12939,12913
74000,33,1,2.5,12,18,12,0,0,0,7,0,50035,15740
109000,36.2,1,2.75,24,15,17,0,0,0,10,2,11819,13265
66800,37.4,1,2.8,8,9,4,0,0,0,19,2,19523,18525
98000,49,2,2.5,5,32,1,0,0,0,6,0,42413,14916
146000,53,1,2.8,24,18,12,0,0,0,12,0,51514,15486
102000,54,2,2.5,9,35,4,0,0,0,8,0,15246,14042
90000,32.3,1,2.55,9,17.9,3,0,0,0,6,0,14525,10332
80000,31,1,2.5,9,15.7,6,0,0,0,7.1,0,15359,6940
118000,45,1,2.77,24,20,11,0,0,0,10,0,36827,12348
150000,65,2,2.7,17,54,3,0,0,0,11,2,34815,15914
137000,65,2,2.64,17,34,3,0,0,0,10,1,32522,11972
114000,72.5,3,2.55,10,50,9,0,0,0,9,2,17072,12315
107980,60.3,4,2.5,5,44,2,0,0,0,7.4,0,17590,17498
760000,143,3,5.5,5,83,5,0,0,0,29,1,26333,6448
83000,44.4,2,2.5,5,28.5,1,0,0,0,5.3,0,30838,6044
520000,95.6,2,3.26,10,35,3,0,0,0,40,0,31706,4166
190000,91,2,3.26,5,46,2,0,0,0,19,0,24750,5434
86000,37,1,2.7,9,18,3,0,0,0,10,2,19582,12591
100000,47,1,3,17,22,4,0,0,0,12,2,34631,14499
154000,61,2,2.8,22,30,18,0,0,0,11.4,2,15248,13357
262000,73,2,3,7,32,5,0,0,0,28,2,11349,9277
59800,32,1,2.5,9,18,4,0,0,0,7,0,14623,15606
148000,60,2,2.8,13,25,4,0,0,0,17,1,29990,4870
120500,88,3,2.75,24,51,8,0,0,0,12,0,21928,17501
71000,42,1,2.5,16,17,16,0,0,0,10,2,18446,21871
190000,40,1,3,6,17,3,0,0,0,10,0,24462,5030
73000,33.2,1,2.5,7,16.2,3,0,0,0,7,1,10147,11481
124000,55,2,3,5,33,5,0,0,0,8.4,1,20271,6126
76000,39.1,1,2.6,9,20.1,4,0,0,0,10.7,1,39368,14652
144000,65,2,2.65,17,35.1,1,0,0,0,14.3,0,34631,14499
52000,43,2,2.45,5,29,5,0,0,0,6,0,36160,9819
117000,81,2,2.65,5,30,5,0,0,0,36.6,0,21172,6119
66000,32.2,1,3.1,5,14.2,4,0,0,0,8,0,19644,18647
74000,40.2,1,2.53,10,18.5,3,0,0,0,10.7,0,14017,15096
73700,30,1,2.64,12,15,9,0,0,0,6.2,0,36789,10414
113000,70.4,3,2.95,4,49,2,0,0,0,10.7,0,20520,15480
91000,50,2,3,5,28.5,5,0,0,0,8,1,36716,9004
148000,82.5,3,3.3,7,43,3,0,0,0,14,2,23548,3090
146000,69,3,2.5,5,42,5,0,0,0,9,0,13940,12386
96000,52,2,2.65,16,28,12,0,0,0,10,0,29680,7051
69120,32.9,1,2.85,12,18.5,1,0,0,0,6,2,49081,16112
100000,42.9,1,2.75,23,18.9,8,0,0,0,7.9,1,43269,13145
112000,64.2,3,2.5,12,38.1,11,0,0,0,10.3,2,14762,10568
68600,48.7,4,2.6,5,34,2,0,0,0,6,0,21538,14756
139940,47,1,2.8,9,22,3,0,0,0,11,2,23639,5164
171999.98,60,3,3,5,33.3,2,0,0,0,8.9,0,27952,6799
118000,60,2,2.7,6,34,2,0,0,0,14,2,14189,15182
107000,44,1,4,5,26,3,0,0,0,10,0,23343,2885
150000,93,4,3,5,70,2,0,0,0,10,0,21695,3604
116000,66.4,3,2.6,9,41.6,5,0,0,0,8.5,2,50660,15142
108000,61.6,2,3.05,4,32.8,1,0,0,0,8.4,0,42579,11277
150000,78.3,3,2.65,12,46.1,12,0,0,0,15,2,32874,14038
68000,48.9,4,2.55,5,37.2,2,0,0,0,5.6,1,11954,14904
74000,33.3,1,2.5,9,17.83,8,0,0,0,8.38,1,11256,13197
70000,43.5,2,2.5,9,27,6,0,0,0,6.2,0,49094,16671
188200,65.8,2,2.6,10,31.6,10,0,0,0,14.4,2,30630,4006
88000,54.2,2,2.6,16,28.4,9,0,0,0,9.4,2,18551,21976
240000,85,2,2.71,5,34.3,3,0,0,0,22,0,23409,3399
97000,42.3,1,2.8,19,20,11,0,0,0,10.8,0,10534,12437
128000,79.2,3,2.5,5,47,1,0,0,0,18,0,10742,15108
310400,77.6,2,3,8,37.5,5,0,0,0,13.1,1,23931,4498
93000,49,2,3,5,30,5,0,0,0,7.8,1,19264,13998
107000,65.6,3,2.5,9,42.8,2,0,0,0,9.5,2,12975,15566
138000,55,2,2.5,25,30,17,0,0,0,11,0,43571,9425
100000,60.2,3,2.55,9,43,9,0,0,0,6.4,2,11361,15727
3600000,347,8,3.9,6,260,3,0,0,0,45,0,23962,3794
67000,34.46,1,2.5,5,18.4,5,0,0,0,6,1,40504,12208
108000,56,2,2.65,16,36,15,0,0,0,11,0,38817,12723
240000,128,4,2.8,14,63.2,4,0,0,0,30,0,41570,11703
78800,31.23,1,2.75,13,14.31,5,0,0,0,8.48,1,33831,14995
90000,39.3,1,2.8,25,18.6,16,0,0,0,11.2,0,33917,15016
208000,91.5,3,2.7,23,56.12,17,0,0,0,14.04,0,35935,9508
68000,37,1,2.6,12,21,1,0,0,0,12,0,11317,11725
82000,41.6,1,2.7,17,16.5,12,0,0,0,11.7,1,17209,16005
252000,93,3,2.8,24,53.8,8,0,0,0,16.3,0,39771,8672
340000,100,4,2.8,22,58,5,0,0,0,12.5,0,15248,13357
113800,52,2,2.6,10,31.6,7,0,0,0,8,0,19794,11325
128000,46,1,2.8,17,20,16,0,0,0,12,0,50963,14975
246000,62.3,1,2.96,6,25,5,0,0,0,18,0,24750,3080
88000,50.2,2,2.65,12,27,12,0,0,0,7.5,0,14539,13335
84000,32,1,2.7,25,15.2,23,0,0,0,8.2,2,7711,13845
76000,41.6,2,2.55,5,26.1,1,0,0,0,5.8,0,18771,15522
238000,77.1,2,2.7,10,50.4,10,0,0,0,27.5,5,23756,5384
239000,90.3,3,2.8,24,48.2,5,0,0,0,11.2,2,13662,12884
178905.22,67.7,2,3.3,16,38.95,9,0,0,0,9.9,0,37434,8460
97040,41.1,1,2.75,10,17.9,1,0,0,0,10,0,24329,5955
94000,50.3,2,2.7,23,26.5,23,0,0,0,8.5,0,21743,17071
116000,65,2,2.5,9,36,9,0,0,0,9,0,28313,13188
74000,32,1,2.5,5,17,3,0,0,0,6,0,31837,4765
413600,211,6,3.4,7,155.5,6,0,0,0,21.8,0,26989,5691
110000,44.9,1,2.7,24,15,9,0,0,0,10,2,18695,16268
130000,105,4,2.6,9,60,6,0,0,0,10.5,0,21292,12736
79800,39,1,2.65,9,17,8,0,0,0,8,0,33052,12793
89000,42,2,2.5,5,28,5,0,0,0,6,0,14210,8893
144000,67.87,2,3.2,4,35.74,2,0,0,0,11.81,0,31263,6563
94000,61,3,2.5,9,43.5,9,0,0,0,6.4,0,14511,13307
290000,76,2,2.8,12,40,6,0,0,0,18,0,30954,8248
148000,72,3,2.7,12,44,9,0,0,0,8.7,0,30149,7521
72000,32,1,2.5,5,18,4,0,0,0,6,1,32326,9403
139800,81,3,2.8,7,49,5,0,0,0,11,0,26557,5404
81600,34,1,2.5,9,18,9,0,0,0,8,0,49121,16790
102000,57.8,3,3,6,37.2,5,0,0,0,8,0,19417,3826
219000,107,3,2.7,25,54,12,0,0,0,29,1,37948,14769
218000,62,2,2.8,12,36.7,9,0,0,0,10.8,0,15820,8084
228000,70,2,3,14,29,8,0,0,0,18,1,19553,4762
199999.98,80.4,3,2.7,17,48,8,0,0,0,12,1,35068,16167
809760,144.6,3,3,11,82.9,8,0,0,0,16.2,0,28282,6941
192000,109.7,4,2.72,5,84.5,5,0,0,0,7.7,0,19775,2356
79000,35,1,2.65,12,16,2,0,0,0,11,0,33673,14772
129000,54,2,2.5,5,34,3,0,0,0,6.5,0,22083,14275
104000,41.72,1,2.8,22,17.92,21,0,0,0,10,1,52212,16802
83600,34.1,1,2.53,25,16,8,0,0,0,9,2,49058,14883
286000,97,2,3.2,6,45,6,0,0,0,15,1,10726,12169
85000,47,1,2.75,24,18,19,0,0,0,11,0,35257,14772
130000,51.8,2,3.45,6,25.6,2,0,0,0,7.3,1,20502,3618
172060,61.6,2,2.72,18,32.6,15,0,0,0,12.8,1,17763,7348
64000,32.2,1,2.56,12,17.3,6,0,0,0,7,1,32702,12243
440000,119,3,3.5,5,56,3,0,0,0,35,0,21698,2004
77800,42,2,2.55,5,28,2,0,0,0,6,1,11239,10871
95000,44.8,1,2.6,5,15,3,0,0,0,24,1,39941,11644
130000,74.3,4,2.5,9,55,6,0,0,0,6.7,0,43927,13506
84000,40,1,2.6,16,16,10,0,0,0,11,1,27428,9241
91400,52,2,2.6,9,33,9,0,0,0,10,0,20050,21762
112327.58,47.4,1,3,4,20.52,3,1,0,0,14.04,2,44870,20802
116000,87,3,2.93,5,55,1,0,0,0,9,0,43411,8386
186000,65.6,2,3.2,7,34,4,0,0,0,14,0,26086,4788
88980,46,1,2.5,10,18.3,2,0,0,0,13.7,0,26319,14022
107000,55,2,2.9,6,32,4,0,0,0,10,0,25824,4618
83600,46.9,2,2.63,12,25.4,8,0,0,0,7.1,0,14628,16672
189000,68,2,2.8,9,38,9,0,0,0,12,0,44954,13620
74000,27,1,2.55,9,15.4,8,0,0,0,4.9,0,9528,11647
103000,44,2,2.5,5,25,1,0,0,0,7,0,24444,4663
83380,38.5,1,2.85,17,19,15,0,0,0,10.6,2,17101,17110
168000,75,3,2.75,8,47,4,0,0,0,10,0,39945,15228
146000,45,1,2.8,10,25,9,0,0,0,9,2,10691,14066
135000,70.2,3,2.65,12,44.4,10,0,0,0,8.3,5,31552,12062
135000,71.8,3,3,8,36.9,4,0,0,0,16.2,2,16664,15666
290000,108.6,3,3.05,6,55.2,3,0,0,0,24.3,0,39813,15097
170000,78.2,3,3.3,6,49,4,0,0,0,24.5,0,15793,8572
106000,34.5,1,3,18,16.4,1,0,0,0,10.1,0,9731,11849
149800,75.3,4,2.5,9,57.1,1,0,0,0,6.2,0,51699,17073
85500,33.1,1,2.6,13,12.7,9,0,0,0,8.9,1,35869,16170
600000,198.9,5,3.1,20,109,16,0,0,0,23,5,10015,10263
153000,102,5,2.58,9,62.1,1,0,0,0,15.2,1,36385,13299
85000,60.7,3,2.7,9,39,7,0,0,0,6,1,50023,15228
62000,30.8,1,2.5,5,18,4,0,0,0,5.4,0,32670,9748
82000,42,2,2.5,5,28,4,0,0,0,5.1,0,38705,10390
78600,44,1,2.77,15,21,14,0,0,0,10,0,18936,13744
157000,100,3,2.55,16,55,5,0,0,0,17,0,18641,22066
1219980,205,4,4,6,112,3,0,0,0,22,1,24703,2378
58400,34,1,2.5,16,17,16,0,0,0,7.1,1,14638,14546
99980,37.4,1,2.85,24,16.7,12,0,0,0,9.2,1,36410,14528
79740,39.3,1,2.65,14,20.1,10,0,0,0,8.3,2,35723,16024
120000,74,3,2.5,4,62,1,0,0,0,12,0,21705,25129
125000,53,2,2.6,14,27,6,0,0,0,14,0,15117,13913
96000,45.27,2,2.55,16,27.05,4,0,0,0,7.09,0,30209,6713
156000,65,2,2.65,16,38,12,0,0,0,12,1,19545,11076
82200,41,3,2.5,5,28.4,2,0,0,0,5.3,0,11813,10742
72000,45.5,2,2.58,5,28,3,0,0,0,6.6,0,18522,15612
112000,61.8,3,2.5,9,41.9,2,0,0,0,8.1,0,50200,15771
64000,45,2,2.5,5,28,4,0,0,0,6,1,42523,8973
142000,86,3,2.7,12,51,2,0,0,0,12,2,16046,14843
96000,57,3,2.5,5,41.3,1,0,0,0,5.5,0,10824,10761
63800,31,1,2.65,9,18,4,0,0,0,6.5,0,44931,16446
71000,30,1,2.7,9,16,3,0,0,0,7,0,18498,13844
79800,44,2,2.6,11,27,4,0,0,0,6.5,0,14762,10568
333000,104.1,4,2.95,5,73.4,2,0,0,0,9.4,4,15619,7647
617826,122.1,3,3,11,68.6,6,0,0,0,13,0,28282,6941
79000,38.15,1,2.5,12,17.3,4,0,0,0,9.7,0,51425,14437
188000,77.7,3,3,4,55.84,2,0,0,0,9.3,0,26980,5682
75000,34,1,2.8,14,18,2,0,0,0,10,0,35181,11592
156000,91.2,3,3,5,54.9,5,0,0,0,14.1,0,19553,4077
149800,88.6,3,2.65,16,52,16,0,0,0,10.8,1,33109,14208
89000,41,1,2.7,10,18.8,3,0,0,0,11,2,12534,12447
170000,65,3,2.55,7,43,2,0,0,0,7.5,0,28927,7866
74020,44.5,2,2.5,5,26,2,0,0,0,6,0,12715,9457
92000,48.1,2,2.5,9,30.7,5,0,0,0,7,2,28934,11795
79800,33.5,1,2.78,16,16.5,4,0,0,0,8.5,1,45355,14268
126000,58.1,2,2.5,9,32,5,0,0,0,9.1,2,51964,13985
139800,57,2,4,4,30,1,0,0,0,13,0,24899,4785
186000,96.3,3,2.75,26,55,13,0,0,0,11.5,0,20028,21740
90000,45,1,2.8,16,20.1,9,0,0,0,12.2,2,13839,15091
86000,48.6,2,2.5,5,29.6,2,0,0,0,5.5,0,14112,10199
70000,35.1,1,2.7,17,16,2,0,0,0,10.7,0,36237,13151
196679.4,70.2,2,2.7,19,37.8,19,0,0,0,13.8,2,19499,4844
66000,30,1,2.55,9,16,4,0,0,0,7.5,0,21534,14752
80000,49.9,2,2.5,9,25,1,0,0,0,10,0,13567,14384
138000,69,3,2.7,4,45.3,1,0,0,0,7,0,19807,3498
99000,40,1,2.65,12,16.4,3,0,0,0,10.2,0,36724,12246
101000,48,1,2.8,24,20,9,0,0,0,11,2,33367,14445
90000,38,1,3,5,26,1,0,0,0,5,0,26980,5096
105900,44.3,1,2.6,23,22.5,16,0,0,0,13.3,2,15749,14545
78000,35.2,1,2.7,11,18.6,3,0,0,0,8.6,1,25834,14115
184000,75,3,2.64,17,50.7,15,0,0,0,9.3,0,33058,14156
165980,86.2,4,3.06,6,59.7,2,0,0,0,13.9,0,31078,3419
82000,40.2,1,2.78,10,17.7,10,0,0,0,13,1,34824,15923
127000,73.9,3,3.2,6,40.9,5,0,0,0,11.4,0,20358,3567
398000,210.3,8,3.3,5,144.6,2,0,0,0,23.6,0,24770,5864
179800,69,3,2.75,16,43,8,0,0,0,9,1,30252,7624
150000,48,2,3.95,5,18,3,0,0,0,30,0,23948,4516
66600,46.1,2,2.5,5,30.2,1,0,0,0,5.53,0,16910,15912
82000,49.4,4,2.55,5,37.3,2,0,0,0,5.3,0,14663,13459
228000,100,3,2.73,20,47.3,8,0,0,0,20.6,0,15364,13905
79400,40,1,2.8,23,17,5,0,0,0,9.5,2,32279,12790
150000,77,3,3.25,5,44,1,0,0,0,20,0,21828,10418
129000,61.4,2,2.75,16,30.17,11,0,0,0,9,2,43642,9496
366000,93.6,3,2.75,12,53.3,8,0,0,0,17.8,2,39660,12480
73000,44,2,2.5,9,27,7,0,0,0,6.3,0,51917,16518
136000,62.1,2,2.7,16,33.2,11,0,0,0,13.8,2,21327,23039
106000,80,3,2.55,12,48,1,0,0,0,15,0,14156,12515
134000,67,2,3,5,43,3,0,0,0,10,0,21609,5340
82000,31,1,2.6,9,15.2,4,0,0,0,8.2,0,11964,10434
82000,35,1,2.9,25,15.5,6,0,0,0,8.65,2,7711,13845
180000,106,3,3.47,4,70,2,0,0,0,11,0,27357,6205
100000,55,2,2.75,12,30.5,7,0,0,0,10,1,14903,17490
91000,55,2,2.6,14,32,6,0,0,0,8,1,40015,11992
105000,57,2,2.75,25,33,3,0,0,0,12,0,7106,13322
93000,36,1,2.5,16,15,14,0,0,0,10,0,35955,12245
90000,56,3,2.5,5,48,5,0,0,0,8,0,21179,14888
178000,108,4,3.14,5,67.5,3,0,0,0,11.8,0,22623,4336
188000,72,2,2.8,18,31,9,0,0,0,12,2,30954,8248
81000,33,1,2.5,22,6.5,21,0,0,0,18,0,9258,10592
150000,75.2,3,2.75,16,49.7,3,0,0,0,10.2,0,34676,14978
199999.98,103,3,2.8,18,55,16,0,0,0,13,1,34458,12180
57000,29.2,1,2.5,9,16,6,0,0,0,6.7,0,27855,11920
230000,68,2,3.3,4,25,4,0,0,0,25,1,25313,5362
90000,36,1,2.5,12,21.2,8,0,0,0,7.2,0,43879,10602
119600,64.4,3,3,5,41.6,1,0,0,0,8.6,0,31088,4273
116000,74.2,4,2.5,9,49.3,2,0,0,0,6.2,1,50446,15157
135000,93,4,2.5,12,53.5,4,0,0,0,10,2,40283,12787
209000,82,2,2.76,17,38.7,8,0,0,0,18.1,2,30784,6662
103000,50,2,3,4,42,4,0,0,0,5,0,22633,4353
95000,53,2,3,4,30.2,1,0,0,0,10.2,0,29281,6653
274000,82.3,3,2.6,13,50.5,2,0,0,0,11.6,3,15495,9732
138000,82,3,3,5,54,1,0,0,0,9,0,27556,9444
62000,31,1,2.5,9,15,2,0,0,0,8.4,0,42566,15070
136000,64.3,2,3.2,6,41.05,3,0,0,0,9,0,30559,4499
192000,65,2,2.7,26,35.9,8,0,0,0,11.8,0,20028,21740
83000,36.7,1,2.65,18,18.6,14,0,0,0,10.2,0,10823,14782
115800,53,2,3.2,5,33,2,0,0,0,8,0,31276,5131
212700,117.44,3,2.7,20,62.75,14,0,0,0,16.25,0,39140,10364
120600,67.1,3,2.8,11,44.3,10,0,0,0,9,2,24119,11689
121000,68.4,3,2.66,12,44.7,11,0,0,0,8.3,2,13721,15765
84000,45.8,2,2.55,9,28,7,0,0,0,7,0,46277,13906
80000,42,2,2.5,9,27.7,9,0,0,0,5.6,0,11689,13277
133000,56.8,2,2.6,16,32.5,7,0,0,0,9.3,0,14806,16850
142000,80,3,2.7,16,45,2,0,0,0,13,0,25987,14195
156000,93,3,2.64,18,55,10,0,0,0,14.5,2,32780,13879
204000,114.8,3,3.25,5,72,5,0,0,0,11.5,0,21219,1322
124000,67,2,3.78,4,55,4,0,0,0,12,0,23603,3144
99980,44.1,1,2.7,12,17.6,10,0,0,0,11,1,21786,10376
90000,45.8,2,2.5,9,26.8,9,0,0,0,6.2,0,47576,16518
130000,66.2,2,2.6,10,30,10,0,0,0,14,2,38802,12499
220000,131.3,6,3,4,104.8,2,0,0,0,8.9,0,25275,3850
218000,120.5,5,3.2,6,74.4,1,0,0,0,10.9,0,20594,1863
332000,214,7,3.2,5,131,4,0,0,0,14.4,0,24542,4761
134000,64.3,3,2.6,14,37,9,0,0,0,8.5,0,51112,15750
91200,61,3,2.5,9,43.1,2,0,0,0,7,2,49634,16763
98000,47.2,2,2.5,9,29.1,3,0,0,0,7.8,2,44812,15039
92000,41,1,2.7,12,20,4,0,0,0,10,0,34781,12851
72000,41.3,3,2.7,5,26.5,2,0,0,0,5.2,0,11048,11296
160000,88,3,2.55,25,49,17,0,0,0,13.7,2,16485,15282
860000,172,3,3.1,8,110,6,0,0,0,15,1,24454,3013
260000,180,6,3.4,6,122,3,0,0,0,20,0,24493,3042
178000,68.8,3,2.7,5,54.9,3,0,0,0,7,1,30005,8852
86000,49,4,2.6,5,37,3,0,0,0,6,0,17539,12313
700000,274,5,2.7,3,142,1,0,0,0,48.5,0,38133,11705
82000,40,1,2.65,9,22,1,0,0,0,7,0,30011,12872
69800,32,1,2.7,5,18.2,5,0,0,0,5.5,1,14133,8382
119980,71.4,3,2.68,12,43.3,9,0,0,0,10.8,2,15662,16966
116000,52,2,2.6,12,31,5,0,0,0,8,0,47915,15895
74000,32,1,2.6,17,14.5,16,0,0,0,10,0,14806,16850
142055.86,64.1,2,2.7,10,37.6,6,0,0,0,9.9,0,23639,5164
90000,44.3,2,2.5,5,30.1,3,0,0,0,6.7,1,14730,11831
187084.62,100.6,3,2.75,23,58.63,10,0,0,0,13.28,0,45470,18194
75800,39,1,2.55,13,15.7,6,0,0,0,12.2,2,43731,10898
77000,43.2,2,2.5,5,28,1,0,0,0,6,0,44077,10859
